Resource,Move Resource Group,Move Subscription,Move Region,Move Support Detail,Strategy - Notes for CSP Migration,URL1_ResourceProviderMigrationSupportGuidance,Name_ResourceProviderMoveGuidance,URL_ARM Extension Resource Types,Name_ARM Extension Resource Types,URL_Azure Resource Provider to ServicesMap,Name_Azure Resource Provider to ServicesMap,URL_Azure resources to Services Mapping,Name_Azure resources to Services Mapping
Microsoft.Network/expressroutegateways,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Network/expressroutegateways,Not a Supported move! - Redeploy net new in the target Subscription - Look for more Information in the links. - Microsoft.Network/expressroutegateways,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftnetwork,Azure ARM Resource Move Guidance for Microsoft.Network,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftnetwork,ARM Extension Resource Types for Microsoft.Network,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Network Services - Microsoft.Network
Microsoft.Network/expressrouteserviceproviders,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Network/expressrouteserviceproviders,Not a Supported move! - Redeploy net new in the target Subscription - Look for more Information in the links. - Microsoft.Network/expressrouteserviceproviders,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftnetwork,Azure ARM Resource Move Guidance for Microsoft.Network,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftnetwork,ARM Extension Resource Types for Microsoft.Network,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Network Services - Microsoft.Network
Microsoft.Network/firewallpolicies,firewallpolicies,firewallpolicies,0,Redeploy Resource - Move not supported for  RG/Sub Resource Type  Microsoft.Network/firewallpolicies,Not a Supported move! - Redeploy net new in the target Subscription - Look for more Information in the links. - Microsoft.Network/firewallpolicies,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftnetwork,Azure ARM Resource Move Guidance for Microsoft.Network,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftnetwork,ARM Extension Resource Types for Microsoft.Network,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Network Services - Microsoft.Network
Microsoft.Network/frontdoors,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Network/frontdoors,Not a Supported move! - Redeploy net new in the target Subscription - Look for more Information in the links. - Microsoft.Network/frontdoors,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftnetwork,Azure ARM Resource Move Guidance for Microsoft.Network,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftnetwork,ARM Extension Resource Types for Microsoft.Network,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Network Services - Microsoft.Network
Microsoft.Network/ipallocations,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.Network/ipallocations,Supported move! - Look for more Information in the links. - Microsoft.Network/ipallocations,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftnetwork,Azure ARM Resource Move Guidance for Microsoft.Network,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftnetwork,ARM Extension Resource Types for Microsoft.Network,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Network Services - Microsoft.Network
Microsoft.Network/ipgroups,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Network/ipgroups,Not a Supported move! - Redeploy net new in the target Subscription - Look for more Information in the links. - Microsoft.Network/ipgroups,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftnetwork,Azure ARM Resource Move Guidance for Microsoft.Network,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftnetwork,ARM Extension Resource Types for Microsoft.Network,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Network Services - Microsoft.Network
Microsoft.Network/loadbalancers,loadbalancers,loadbalancers,LoadBalancers Regional -Yes - Special,Redeploy Resource - Move not supported for  RG/Sub Resource Type  Microsoft.Network/loadbalancers,Partially Supported move - No Move Support for Standard SKU - Capture Configuration and redeploy in Target Subscription IP's will change in this scenario - Full Move Support for Basic Sku In both RG and Subscription Moves - Microsoft.Network/loadbalancers  move the app gateway & all related resources (VNET- VMs- etc),https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftnetwork,Azure ARM Resource Move Guidance for Microsoft.Network,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftnetwork,ARM Extension Resource Types for Microsoft.Network,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Network Services - Microsoft.Network
Microsoft.Network/localnetworkgateways,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.Network/localnetworkgateways,Supported move! - Look for more Information in the links. - Microsoft.Network/localnetworkgateways,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftnetwork,Azure ARM Resource Move Guidance for Microsoft.Network,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftnetwork,ARM Extension Resource Types for Microsoft.Network,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Network Services - Microsoft.Network
Microsoft.Network/natgateways,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Network/natgateways,Not a Supported move! - Redeploy net new in the target Subscription - Look for more Information in the links. - Microsoft.Network/natgateways,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftnetwork,Azure ARM Resource Move Guidance for Microsoft.Network,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftnetwork,ARM Extension Resource Types for Microsoft.Network,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Network Services - Microsoft.Network
Microsoft.Network/networkexperimentprofiles,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Network/networkexperimentprofiles,Not a Supported move! - Redeploy net new in the target Subscription - Look for more Information in the links. - Microsoft.Network/networkexperimentprofiles,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftnetwork,Azure ARM Resource Move Guidance for Microsoft.Network,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftnetwork,ARM Extension Resource Types for Microsoft.Network,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Network Services - Microsoft.Network
Microsoft.Network/networkintentpolicies,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.Network/networkintentpolicies,Supported move! - Look for more Information in the links. - Microsoft.Network/networkintentpolicies,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftnetwork,Azure ARM Resource Move Guidance for Microsoft.Network,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftnetwork,ARM Extension Resource Types for Microsoft.Network,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Network Services - Microsoft.Network
Microsoft.Network/networkinterfaces,1,1,1,Full Support RG/Sub Resource Type Moves for   Microsoft.Network/networkinterfaces,Supported move! - Look for more Information in the links. - Microsoft.Network/networkinterfaces,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftnetwork,Azure ARM Resource Move Guidance for Microsoft.Network,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftnetwork,ARM Extension Resource Types for Microsoft.Network,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Network Services - Microsoft.Network
Microsoft.Network/networkprofiles,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.Network/networkprofiles,Not a Supported move! - Redeploy net new in the target Subscription - Look for more Information in the links. - Microsoft.Network/networkprofiles,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftnetwork,Azure ARM Resource Move Guidance for Microsoft.Network,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftnetwork,ARM Extension Resource Types for Microsoft.Network,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Network Services - Microsoft.Network
Microsoft.Network/networksecuritygroups,1,1,1,Full Support RG/Sub Resource Type Moves for   Microsoft.Network/networksecuritygroups,Supported move! - Look for more Information in the links. - Microsoft.Network/networksecuritygroups,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftnetwork,Azure ARM Resource Move Guidance for Microsoft.Network,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftnetwork,ARM Extension Resource Types for Microsoft.Network,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Resource Provider to Services Map - Microsoft.Billing,https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/application-gateway/index.yml#,Network Services - Microsoft.Network
